nombre,precio,ventas_q,clases_q,nivel,duracion,tema,plataforma,anio,mes,ventas_usd,idioma
Aprende a llevar la contabilidad de forma informatizada,25,6,27,Introductory,4,Business Finance,udemy,2016,Febrero,150,Spanish
Psicología del trading,20,1,6,All Levels,0,Business Finance,udemy,2017,Mayo,20,Spanish
La costruzione del budget di una proposta comunitaria,50,10,5,Intermediate,1,Business Finance,udemy,2015,Enero,500,Italiano
"Erfolgreich als Signalgeber/in, per Social- und Copytrading",60,1,33,All Levels,6,Business Finance,udemy,2016,Diciembre,60,Deutsch
Aprenda  a Investir,20,34,9,All Levels,8,Business Finance,udemy,2016,Junio,680,Português
Teeter-Totter Accounting,90,0,12,Introductory,1,Business Finance,udemy,2017,Febrero,0,English
beginning accounting,20,0,12,Intermediate,0,Business Finance,udemy,2016,Diciembre,0,English
Stop Creditors from Harassing you and Avoid Bankruptcy,20,0,7,Introductory,0,Business Finance,udemy,2017,Febrero,0,English
Learn to trade using technical analysis,50,0,6,Intermediate,0,Business Finance,udemy,2017,Mayo,0,English
How to Invest Using ETFs from Former Wall Street Trader,200,0,10,All Levels,2,Business Finance,udemy,2017,Febrero,0,English
Workshop on Banking Credit Analysis Process,100,0,7,All Levels,1,Business Finance,udemy,2017,Junio,0,English
The Cuckoo Strategy to get European Funding,160,0,6,All Levels,1,Business Finance,udemy,2016,Enero,0,English
Accounting - The 6 most important rules you must learn,20,0,9,All Levels,1,Business Finance,udemy,2017,Mayo,0,English
Mutual Funds for Investors in Retirement Accounts,20,0,0,All Levels,0,Business Finance,udemy,2015,Diciembre,0,English
Free Ways to Create Passive Income Online,25,0,27,Introductory,1,Business Finance,udemy,2017,Abril,0,English
The Cash Flow Statement - An Introduction,50,0,10,Introductory,1,Business Finance,udemy,2017,Junio,0,English
"Options Foundation - Time Decay, Implied Volatility, Greeks",60,459,14,Introductory,3,Business Finance,udemy,2013,Febrero,27540,English
Buying Call and Put Options - Options beginner strategies,60,266,14,Intermediate,3,Business Finance,udemy,2013,Febrero,15960,English
How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150,104,21,All Levels,2,Business Finance,udemy,2017,Febrero,15600,English
Valuation of Goodwill for CA / CFA / CMA Exams,20,1509,9,All Levels,0,Business Finance,udemy,2015,Septiembre,30180,English
Forex - Catch the Big Market Moves in Forex,20,212,14,Intermediate,1,Business Finance,udemy,2014,Junio,4240,English
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25,462,34,All Levels,1,Business Finance,udemy,2015,Julio,11550,English
Intermediate Accounting 1: Easy. Fast. Simple!,200,90,35,Intermediate,2,Business Finance,udemy,2016,Diciembre,18000,English
Global Macro Investing - Take Control Of The World's Markets,30,153,27,Intermediate,2,Business Finance,udemy,2016,Mayo,4590,English
How to Read a Balance Sheet,50,1055,64,Introductory,3,Business Finance,udemy,2014,Julio,52750,English
Credit Repair from a Financial Institution,20,157,9,All Levels,2,Business Finance,udemy,2014,Enero,3140,English
The Binary Institute -  Binary Options Trading Course,200,103,12,All Levels,2,Business Finance,udemy,2015,Diciembre,20600,English
Mental Models For Wall Street - Become A Better Trader,0,1067,35,All Levels,2,Business Finance,udemy,2016,Diciembre,0,English
株式投資に向く性格に変えるための心理学を学ぶ,20,58,28,All Levels,1,Business Finance,udemy,2016,Junio,1160,ja
Matemática Financeira com HP12C e MS Excel,20,74,30,Introductory,4,Business Finance,udemy,2016,Octubre,1480,Português
¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,338,6,Introductory,1,Business Finance,udemy,2017,Mayo,0,Spanish
Cómo Crear Políticas Contables bajo NIIF para PYMES,20,27,6,All Levels,1,Business Finance,udemy,2015,Agosto,540,Spanish
Finanzas Personales para Vivir Libre de Deudas,75,76,77,Introductory,6,Business Finance,udemy,2016,Abril,5700,Spanish
Finanzas personales: Logrando la Libertad Financiera,30,27,12,Introductory,2,Business Finance,udemy,2015,Enero,810,Spanish
株式投資で本当のテクニカル分析ができるようになる,20,68,45,Intermediate,2,Business Finance,udemy,2016,Julio,1360,ja
Aktiver Vermögensaufbau mit ETF,20,112,33,Introductory,2,Business Finance,udemy,2016,Febrero,2240,Deutsch
Socorro! Preciso Organizar as Minhas Finanças!,20,72,37,All Levels,1,Business Finance,udemy,2016,Enero,1440,Português
Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145,335,26,All Levels,1,Business Finance,udemy,2015,Diciembre,48575,Spanish
Le basi del Trading,200,22,18,All Levels,3,Business Finance,udemy,2017,Marzo,4400,id
【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,30,41,37,Introductory,3,Business Finance,udemy,2016,Mayo,1230,ja
Profit and Loss Account for bankers and credit analysts,20,1,31,Introductory,7,Business Finance,udemy,2017,Abril,20,English
Business Accounts For Managers,30,16,23,Introductory,3,Business Finance,udemy,2013,Abril,480,English
Black Scholes Option Pricing Model,25,3,10,Introductory,1,Business Finance,udemy,2017,Mayo,75,English
Chief Wealth Officer,45,4,7,Introductory,1,Business Finance,udemy,2016,Junio,180,English
Practical Accounts Training A,35,2,127,Intermediate,31,Business Finance,udemy,2017,Enero,70,English
International Trade and New Geographic Economy,20,12,6,All Levels,0,Business Finance,udemy,2013,Diciembre,240,English
2. Principles of Simple Interest - advanced problems,20,10,12,Intermediate,1,Business Finance,udemy,2014,Enero,200,English
School of Raising Capital: Agile Financial Modeling,20,12,11,All Levels,1,Business Finance,udemy,2013,Junio,240,English
How to Read Financial Statements,20,5,59,Introductory,2,Business Finance,udemy,2015,Agosto,100,English
"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",20,1,13,All Levels,3,Business Finance,udemy,2017,Marzo,20,English
Reach Your Personal Financial Goals the Easy Way (2017 UK),95,2,59,All Levels,4,Business Finance,udemy,2017,Mayo,190,English
Bitesize Bookkeeping for busy people,20,9,13,Introductory,1,Business Finance,udemy,2015,Marzo,180,English
Do Your Own Accounts,35,42,13,All Levels,1,Business Finance,udemy,2015,Febrero,1470,English
CFA Level 1 - Derivatives,30,110,25,All Levels,4,Business Finance,udemy,2014,Julio,3300,da
Accounting for everyone! ,35,420,14,Introductory,1,Business Finance,udemy,2014,Noviembre,14700,English
Stock Fundamental Analysis with Excel,50,206,50,All Levels,10,Business Finance,udemy,2015,Septiembre,10300,English
Financial Accounting For Beginners,60,164,22,All Levels,1,Business Finance,udemy,2016,Septiembre,9840,English
Trading: How Transformative Learning Drives Expertise,30,69,16,All Levels,1,Business Finance,udemy,2013,Julio,2070,English
Manual Bookkeeping,20,28,26,Intermediate,2,Business Finance,udemy,2015,Julio,560,et
Numeracy skills in business and everyday life:Think and Deal,20,90,15,Introductory,0,Business Finance,udemy,2016,Octubre,1800,English
Financial Modelling in Excel Step by Step,20,13,17,Intermediate,1,Business Finance,udemy,2016,Mayo,260,English
Straight From Business School: Create Financial Statements,20,31,5,Introductory,1,Business Finance,udemy,2013,Noviembre,620,English
How To Pay Less Tax (UK version),50,13,98,All Levels,0,Business Finance,udemy,2016,Enero,650,English
Interpreting financial statements,0,2119,54,All Levels,2,Business Finance,udemy,2015,Octubre,0,Italiano
Forex trading with binary options,25,136,21,All Levels,3,Business Finance,udemy,2016,Mayo,3400,English
Triple P Trading Course,20,797,16,All Levels,3,Business Finance,udemy,2013,Diciembre,15940,English
Cost Accounting - A Comprehensive Study,180,503,286,All Levels,29,Business Finance,udemy,2015,Abril,90540,English
How to become a successful day trader,95,1150,27,All Levels,2,Business Finance,udemy,2015,Mayo,109250,English
Essentials of Finance and Investment in 2 hours,20,1403,14,Introductory,2,Business Finance,udemy,2015,Junio,28060,English
Public Speaking: You Can Give Great Financial Presentations,20,916,23,All Levels,6,Business Finance,udemy,2014,Diciembre,18320,English
Professional Trading - Consistent Profits with Low Risk!,20,627,27,All Levels,1,Business Finance,udemy,2015,Octubre,12540,English
Trading for winning,200,168,27,All Levels,2,Business Finance,udemy,2017,Enero,33600,English
Succeed in Stocks Even if you Don't Know Where to Start,0,2554,10,Introductory,1,Business Finance,udemy,2017,Marzo,0,English
Options Basics & Trading With Small Capital! - Level 1,30,120,19,Introductory,2,Business Finance,udemy,2016,Julio,3600,English
Forex trading Basic to advance Professional Level course,20,750,28,All Levels,2,Business Finance,udemy,2016,Mayo,15000,English
Day Trading in Stocks: Strategies for Beginner Investors,50,217,9,All Levels,2,Business Finance,udemy,2015,Enero,10850,English
Learn to Trade Forex Big U-Turn Trade,50,106,12,Introductory,1,Business Finance,udemy,2016,Febrero,5300,English
"Technical Analysis Primer for trading Stocks, Bonds & Forex",50,397,36,Introductory,3,Business Finance,udemy,2015,Noviembre,19850,English
DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,20,44,8,All Levels,1,Business Finance,udemy,2015,Marzo,880,English
Stock Trading with this Strategy,50,30,6,All Levels,1,Business Finance,udemy,2015,Agosto,1500,English
The Psychology of Trading,20,95,20,All Levels,1,Business Finance,udemy,2017,Febrero,1900,English
Professional Forex Strategy+2 weeks for FREE trading alerts,95,55,15,All Levels,1,Business Finance,udemy,2016,Marzo,5225,English
Stock Trading Essentials for Day Traders,100,94,9,All Levels,1,Business Finance,udemy,2015,Enero,9400,English
Basics of Finance and Budgeting,20,578,34,Introductory,6,Business Finance,udemy,2014,Mayo,11560,English
Portfolio Management CFA L1 2016,20,393,34,All Levels,5,Business Finance,udemy,2015,Septiembre,7860,Français
"Trade Stocks, Forex & Financial Markets like a Professional",20,116,12,All Levels,3,Business Finance,udemy,2014,Agosto,2320,English
The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,0,1888,25,All Levels,2,Business Finance,udemy,2015,Diciembre,0,English
The Smart Option Trader,45,412,74,All Levels,13,Business Finance,udemy,2013,Octubre,18540,English
Beginners Chart Patterns Trading for Penny Stocks,200,40,26,Introductory,1,Business Finance,udemy,2017,Febrero,8000,English
Financial Statements: Learn Accounting. Unlock the Numbers.,40,222,35,Introductory,3,Business Finance,udemy,2016,Febrero,8880,English
CFA® Level 1 2014 – Alternative Investments,30,831,13,All Levels,2,Business Finance,udemy,2014,Abril,24930,English
Interest Rate Swaps,50,485,20,All Levels,3,Business Finance,udemy,2014,Marzo,24250,English
Financial Modelling for entrepreneurs,20,232,17,All Levels,1,Business Finance,udemy,2014,Septiembre,4640,Catalán
Economics - CFA Level 1 - 2014,20,135,24,Introductory,4,Business Finance,udemy,2014,Noviembre,2700,Catalán
Bookkeeping Made Simple,40,61,22,All Levels,2,Business Finance,udemy,2015,Julio,2440,af
What is Bitcoin,20,61,27,All Levels,5,Business Finance,udemy,2015,Julio,1220,English
Accounting for CA CPT Exams Part I,50,874,120,All Levels,13,Business Finance,udemy,2014,Diciembre,43700,English
Raising Capital for Your Business,50,22,60,All Levels,2,Business Finance,udemy,2015,Agosto,1100,English
"Silver, Gold, and Inflation",0,5597,11,Introductory,1,Business Finance,udemy,2013,Febrero,0,English
Accounting Concepts For Technocrats,20,261,35,Introductory,2,Business Finance,udemy,2013,Diciembre,5220,English
Beginner Financial Analysis: Invest Like Warren Buffett,50,83,19,Introductory,0,Business Finance,udemy,2014,Marzo,4150,Deutsch
Advance Technical Analysis,50,152,14,Advanced,3,Business Finance,udemy,2015,Abril,7600,English
The Everyday Investor: Building Wealth with Venture Capital,20,176,12,Intermediate,2,Business Finance,udemy,2016,Junio,3520,English
QuickBooks Online : Inventory Management For Non-Finance,35,8,10,All Levels,0,Business Finance,udemy,2017,Abril,280,English
Law Matters,20,327,12,Introductory,0,Business Finance,udemy,2015,Marzo,6540,English
Learn to Trade for Profit: Finding Winning Stocks - Chinese,95,264,79,All Levels,3,Business Finance,udemy,2015,Octubre,25080,English
Financial Accounting Part 2 - Passing The Class,20,15,36,Introductory,4,Business Finance,udemy,2017,Mayo,300,English
Simple Options Trading System,35,104,16,Intermediate,1,Business Finance,udemy,2014,Julio,3640,English
Investments and Financial Markets,40,71,19,Introductory,1,Business Finance,udemy,2014,Julio,2840,English
Legal Accounting,110,26,49,All Levels,4,Business Finance,udemy,2014,Septiembre,2860,English
"Term Loan Appraisal for bankers, credit analysts",20,11,28,Introductory,6,Business Finance,udemy,2017,Abril,220,English
Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,20,1294,58,Introductory,5,Business Finance,udemy,2013,Agosto,25880,English
Trade Show Samurai,95,32,7,All Levels,0,Business Finance,udemy,2013,Agosto,3040,English
Forex Harmonic Trading- With Multiple Forex Chart Examples,135,313,25,All Levels,2,Business Finance,udemy,2016,Noviembre,42255,English
The Cost of Capital: The Key To Attract Venture Capitalists,50,635,6,All Levels,0,Business Finance,udemy,2016,Marzo,31750,English
Accounting for School Students,30,1311,12,All Levels,1,Business Finance,udemy,2015,Mayo,39330,English
Learn To Trade The Forex Naked Price Action Acapulco Trade,70,288,13,Intermediate,1,Business Finance,udemy,2016,Enero,20160,English
Certificate in MYOB AccountRight Premier 2017 Course,200,97,29,All Levels,3,Business Finance,udemy,2016,Marzo,19400,English
Master The Psychology of Forex & Binary Options Trading,20,53,7,Intermediate,1,Business Finance,udemy,2016,Julio,1060,English
Learn to Pick the Right Stock Broker Account,40,1102,14,Introductory,0,Business Finance,udemy,2014,Diciembre,44080,English
Profit During Crashing Markets: A Step-by-Step Guide,195,57,18,All Levels,1,Business Finance,udemy,2016,Mayo,11115,English
Introduction to Futures & Options,50,694,27,All Levels,4,Business Finance,udemy,2014,Marzo,34700,English
Learn To Invest In 7 Steps,50,137,21,Introductory,3,Business Finance,udemy,2015,Marzo,6850,English
Sell like a Pro: Insider Secrets of Successful Selling!,115,12,25,All Levels,2,Business Finance,udemy,2016,Noviembre,1380,English
3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,20,18,6,All Levels,1,Business Finance,udemy,2017,Febrero,360,English
6. Annuities Due and Deferred,20,170,16,All Levels,1,Business Finance,udemy,2014,Febrero,3400,English
CFA® Level 1 2014 – Quantitative Methods,50,119,27,All Levels,5,Business Finance,udemy,2015,Febrero,5950,English
IFRIC 13-Customer Loyalty Programmes (Revenue),0,2058,6,All Levels,0,Business Finance,udemy,2014,Julio,0,English
FOREX Currency Trading For Beginners,25,35,28,Introductory,4,Business Finance,udemy,2014,Junio,875,English
Basic Technical Analysis,50,40,27,Introductory,2,Business Finance,udemy,2015,Agosto,2000,English
Forex:Trade Management & Psychology,150,13,19,Intermediate,2,Business Finance,udemy,2016,Septiembre,1950,English
"Working Capital assessment for bankers, credit analysts",20,4,29,Introductory,7,Business Finance,udemy,2017,Abril,80,English
"CFA Level I Workshop 6: Alternatives, PM and Economics ",20,71,5,All Levels,1,Business Finance,udemy,2013,Agosto,1420,English
