nombre,ventas_q,formato,institucion,nivel,tema,idioma,precio,duracion,plataforma,ventas_usd
Mechanics: Rotational Dynamics,13183,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,49,120,edx,645967
Applying Health Coaching in Patient Care,0,Self-paced on your time,Doane University,Introductory,Medicine,English,199,15,edx,0
Databases: Modeling and Theory,0,Self-paced on your time,Stanford University,Introductory,Computer Science,English,50,16,edx,0
"Islamic Banking: Principles, Practice and Risk Management",0,Self-paced on your time,The Islamic Research and Training Institute,Introductory,Economics & Finance,English,49,12,edx,0
Liderazgo orientado al florecimiento humano,7911,Self-paced on your time,Tecnológico de Monterrey,Introductory,Business & Management,Español,149,20,edx,1178739
Software Construction: Object-Oriented Design,23100,Self-paced on your time,University of British Columbia,Intermediate,Computer Science,English,125,48,edx,2887500
"Introduction to Hyperledger Sovereign Identity Blockchain Solutions: Indy, Aries & Ursa",0,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,199,14,edx,0
Fondements de l’économie sociale et solidaire,0,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,Français,50,24,edx,0
The Civil War and Reconstruction - 1861 - 1865: A New Birth of Freedom,17941,Self-paced on your time,Columbia University,Introductory,History,English,50,72,edx,897050
Innovation Strategies for Electric Mobility: The StreetScooter Case,0,Self-paced on your time,RWTH Aachen University,Intermediate,Business & Management,English,99,12,edx,0
Sustainable Energy,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Energy & Earth Sciences,English,149,104,edx,0
Designing and Leading Learning Systems,11895,Self-paced on your time,The University of Michigan,Advanced,Education & Teacher Training,English,199,16,edx,2367105
How the U.S. Government Works & How to Get Involved,5930,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,49,24,edx,290570
Inspiring and Motivating Arts and Culture Teams,10817,Self-paced on your time,The University of Michigan,Introductory,Business & Management,English,49,15,edx,530033
Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Intermediate,Economics & Finance,English,149,6,edx,0
A System View of Communications: From Signals to Packets (Part 1),34261,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,English,60,28,edx,2055660
"Invasions, Rebellions, and the Fall of Imperial China",41537,Self-paced on your time,Harvard University,Introductory,History,English,139,15,edx,5773643
AP® English Literature & Composition – Part 3: Plays,6443,Self-paced on your time,"University of California, Berkeley",Introductory,Humanities,English,49,28,edx,315707
Cómo implantar grupos de mejora de procesos,28100,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Business & Management,Español,150,24,edx,4215000
Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Intermediate,Biology & Life Sciences,English,169,20,edx,4375917
Introducción a los ritmos y relojes biológicos,6149,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,50,24,edx,307450
Linear Algebra I: Linear Equations,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Math,English,199,15,edx,0
"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",10205,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,English,169,28,edx,1724645
Fundamentos de Electromagnetismo para Ingeniería,15040,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,49,28,edx,736960
Sustainable Food Systems: A Mediterranean Perspective,6480,Self-paced on your time,SDG Academy,Intermediate,Food & Nutrition,English,49,20,edx,317520
Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Introductory,Computer Science,English,299,72,edx,0
Using GPUs to Scale and Speed-up Deep Learning,9294,Self-paced on your time,IBM,Intermediate,Data Analysis & Statistics,English,99,10,edx,920106
StudioX: Creating a Course with edX Studio,20355,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,99,12,edx,2015145
The Power of Data,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,49,2,edx,0
Introducción a las ondas gravitacionales,8657,Self-paced on your time,Universidad Nacional de Córdoba,Introductory,Science,Español,50,20,edx,432850
Drones and Autonomous Systems 2: Applications in Emergency Management,0,Self-paced on your time,University of Maryland Global Campus-University System of Maryland,Intermediate,Science,English,149,12,edx,0
MathTrackX: Differential Calculus,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,79,12,edx,0
Global China: From the Mongols to the Ming,41902,Self-paced on your time,Harvard University,Introductory,History,English,139,15,edx,5824378
Leaders in Citizen Security and Justice Management for the Caribbean,0,Self-paced on your time,Inter-American Development Bank,Intermediate,Social Sciences,English,25,40,edx,0
Pattern Studying and Making | 图案审美与创作,0,Self-paced on your time,Tsinghua University,Introductory,Art & Culture,中文,139,36,edx,0
Computational Neuroscience: Neuronal Dynamics of Cognition,11246,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Biology & Life Sciences,English,139,24,edx,1563194
Cities and the Challenge of Sustainable Development,8775,Self-paced on your time,SDG Academy,Introductory,Environmental Studies,English,25,1,edx,219375
MathTrackX: Special Functions,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,79,12,edx,0
